0,00082189	0,00082185
0,00098627	0,00098621
0,00115066	0,00115057
0,00131505	0,00131493
0,00147944	0,00147929
0,00164383	0,00164365
0,00180822	0,00180800
0,00197262	0,00197235
0,00213701	0,00213671
0,00230141	0,00230106
0,00246581	0,00246540
0,00263022	0,00262975
0,00279462	0,00279409
0,00295903	0,00295844
0,00312344	0,00312278
0,00328785	0,00328712
0,00345226	0,00345146
0,00361667	0,00361579
0,00378109	0,00378013
0,00394551	0,00394446
0,00410993	0,00410879
0,00427435	0,00427312
0,00443878	0,00443745
0,00460320	0,00460178
0,00476763	0,00476610
0,00493206	0,00493042
0,00509650	0,00509475
0,00526093	0,00525907
0,00542537	0,00542339
0,00558981	0,00558770
0,00575425	0,00575202
0,00591869	0,00591633
0,00608314	0,00608064
0,00624758	0,00624496
0,00641203	0,00640926
0,00657649	0,00657357
0,00674094	0,00673788
0,00690540	0,00690218
0,00706985	0,00706649
0,00723431	0,00723079
0,00739878	0,00739509
0,00756324	0,00755939
0,00772771	0,00772369
0,00789218	0,00788798
0,00805665	0,00805228
0,00822112	0,00821657
0,00986598	0,00985943
0,01151107	0,01150215
0,01315640	0,01314475
0,01480197	0,01478723
0,01644780	0,01642960
0,01809388	0,01807188
0,01974024	0,01971406
0,02138688	0,02135615
0,02303380	0,02299817
0,02468101	0,02464012
0,02632852	0,02628202
0,02797634	0,02792386
0,02962448	0,02956566
0,03127294	0,03120743
0,03292173	0,03284917
0,03457087	0,03449090
0,03622035	0,03613262
0,03787018	0,03777434
0,03952037	0,03941607
0,04117094	0,04105781
0,04282188	0,04269958
0,04447321	0,04434139
0,04612493	0,04598324
0,04777706	0,04762514
0,04942959	0,04926711
0,05108253	0,05090914
0,05273590	0,05255126
0,05438970	0,05419346
0,05604394	0,05583576
0,05769862	0,05747816
0,05935375	0,05912068
0,06100935	0,06076332
0,06266541	0,06240610
0,06432195	0,06404901
0,06597898	0,06569208
0,06763649	0,06733531
0,06929450	0,06897871
0,07095302	0,07062228
0,07261205	0,07226604
0,07427160	0,07391000
0,07593167	0,07555417
0,07759229	0,07719855
0,07925344	0,07884316
0,08091514	0,08048800
0,08257741	0,08213308
0,09923227	0,09859947
0,10000518	0,11510100
0,10044147	0,13164791
0,10089922	0,14825097
0,10137851	0,16492153
0,10187944	0,18167165
0,10240208	0,19851416
0,10294654	0,21546278
0,10351290	0,23253224
0,10410130	0,24973843
0,10471180	0,26709857
0,10534455	0,28463142
0,10599964	0,30235750
0,10667723	0,32029940
0,10737741	0,33848211
0,10810033	0,35693344
0,10884613	0,37568455
0,10961493	0,39477055
0,11040691	0,41423132
0,11122220	0,43411253
0,11206095	0,45446688
0,11292336	0,47535579
0,11380958	0,49685165
0,11471978	0,51904073
0,11565413	0,54202732
0,11661284	0,56593953
0,11759609	0,59093769
0,11860409	0,61722702
0,11963704	0,64507754
0,12069515	0,67485646
0,12177863	0,70708306
0,12288773	0,74251752
0,12402268	0,78221213
0,12518370	0,82584658
0,12637106	0,85791617
0,12758499	0,87897494
0,12882577	0,90071087
0,13009368	0,92130494
0,13138898	0,92717036
0,13271197	0,92919117
0,13406295	0,93034959
0,13544221	0,93114574
0,13685008	0,93174514
0,13828689	0,93222190
0,13975295	0,93261525
