0,00016996	0,00016981
0,00020397	0,00020375
0,00023798	0,00023769
0,00027200	0,00027163
0,00030603	0,00030555
0,00034006	0,00033947
0,00037410	0,00037339
0,00040815	0,00040730
0,00044220	0,00044120
0,00047626	0,00047509
0,00051032	0,00050899
0,00054439	0,00054287
0,00057846	0,00057675
0,00061254	0,00061062
0,00064663	0,00064449
0,00068072	0,00067835
0,00071482	0,00071221
0,00074892	0,00074606
0,00078303	0,00077990
0,00081715	0,00081374
0,00085127	0,00084757
0,00088540	0,00088139
0,00091953	0,00091521
0,00095367	0,00094903
0,00098782	0,00098283
0,00102197	0,00101663
0,00105613	0,00105043
0,00109029	0,00108422
0,00112446	0,00111800
0,00115863	0,00115178
0,00119281	0,00118555
0,00122700	0,00121932
0,00126119	0,00125308
0,00129539	0,00128683
0,00132959	0,00132058
0,00136380	0,00135432
0,00139802	0,00138806
0,00143224	0,00142179
0,00146647	0,00145551
0,00150070	0,00148923
0,00153494	0,00152294
0,00156919	0,00155665
0,00160344	0,00159035
0,00163770	0,00162404
0,00167196	0,00165773
0,00170623	0,00169141
0,00204924	0,00202790
0,00239284	0,00236379
0,00273702	0,00269908
0,00308179	0,00303377
0,00342714	0,00336786
0,00377308	0,00370134
0,00411959	0,00403421
0,00446669	0,00436647
0,00481437	0,00469813
0,00516262	0,00502917
0,00551145	0,00535961
0,00586087	0,00568942
0,00621085	0,00601863
0,00656142	0,00634721
0,00691256	0,00667518
0,00726427	0,00700253
0,00761656	0,00732925
0,00796942	0,00765535
0,00832285	0,00798083
0,00867685	0,00830568
0,00903143	0,00862990
0,00938657	0,00895349
0,00974229	0,00927645
0,01009857	0,00959877
0,01045543	0,00992046
0,01081285	0,01024151
0,01117084	0,01056192
0,01152940	0,01088169
0,01188852	0,01120081
0,01224821	0,01151929
0,01260847	0,01183711
0,01296929	0,01215429
0,01333068	0,01247082
0,01369263	0,01278669
0,01405514	0,01310190
0,01441822	0,01341645
0,01478187	0,01373035
0,01514607	0,01404357
0,01551084	0,01435614
0,01587617	0,01466803
0,01624206	0,01497925
0,01660852	0,01528980
0,01697554	0,01559967
0,01734311	0,01590886
0,01771125	0,01621737
0,02142347	0,01926437
0,02262354	0,02223998
0,02376794	0,02514076
0,02491407	0,02796274
0,02606216	0,03070128
0,02721249	0,03335094
0,02836530	0,03590542
0,02952088	0,03835731
0,03067949	0,04069796
0,03184141	0,04291714
0,03300694	0,04500281
0,03417636	0,04694065
0,03534997	0,04871358
0,03652808	0,05030107
0,03771100	0,05167830
0,03889904	0,05281497
0,04009255	0,05367385
0,04129185	0,05420860
0,04249728	0,05436099
0,04370919	0,05405683
0,04492796	0,05320015
0,04615391	0,05166474
0,04738746	0,04928123
0,04862897	0,04581705
0,04987885	0,04094393
0,05113749	0,03418302
0,05240532	0,02480708
0,05368274	0,01165454
0,05497020	0,00725438
0,05626815	0,03559954
0,05757703	0,08110698
0,05889733	0,16327679
0,06022951	0,34928816
0,06157408	1,06608104
0,06293152	7,77487451
0,06430239	71,21804881
0,06568720	1082,93245311
0,06708650	46709,53816336
0,06850086	202553,44802511
0,06993085	358021,53932504
0,07137707	505982,99578863
0,07284014	648115,81063814
0,07432068	785720,16125975
0,07581933	919679,95391363
0,07733678	1050610,53964764
