28,406049	67,438587
16,359882	29,510689
9,445096	12,116995
5,467539	4,071574
3,194496	0,432214
1,918824	1,076976
1,228595	1,544222
0,881051	1,507293
0,731950	1,239712
0,695207	0,882105
0,719440	0,506332
0,774148	0,147937
0,841463	0,181193
0,911175	0,466269
0,977707	0,711773
1,038261	0,920103
1,091684	1,094866
1,137774	1,240060
1,176847	1,359634
1,209485	1,457265
1,236379	1,536264
1,258241	1,599543
1,275752	1,649628
1,289539	1,688688
1,300166	1,718566
1,308125	1,740826
1,313847	1,756783
1,317701	1,767544
1,320003	1,774036
1,321023	1,777033
1,320986	1,777183
1,320086	1,775023
1,318484	1,771003
1,316315	1,765496
1,313694	1,758810
1,310714	1,751203
1,307456	1,742887
1,303986	1,734037
1,300358	1,724798
1,296618	1,715290
1,292803	1,705609
1,288944	1,695835
1,285068	1,686034
1,281193	1,676258
1,277338	1,666550
1,273516	1,656942
1,269738	1,647463
1,266012	1,638131
1,262345	1,628964
1,258743	1,619974
1,255208	1,611167
1,251743	1,602551
1,248351	1,594129
1,245032	1,585902
1,241787	1,577870
1,238616	1,570033
1,235518	1,562389
1,232493	1,554934
1,229538	1,547665
1,226654	1,540579
1,223839	1,533672
1,221091	1,526938
1,218409	1,520373
1,215790	1,513973
1,213234	1,507732
1,210738	1,501647
1,208302	1,495712
1,205922	1,489922
1,203597	1,484273
1,201326	1,478760
1,199108	1,473380
1,196939	1,468126
1,194820	1,462997
1,192748	1,457986
1,190721	1,453091
1,188739	1,448307
1,186800	1,443631
1,184902	1,439059
1,183045	1,434588
1,181227	1,430214
1,179447	1,425934
1,177703	1,421746
1,175995	1,417646
1,174321	1,413631
1,172680	1,409699
1,171072	1,405847
1,169495	1,402073
1,167949	1,398373
1,166432	1,394747
1,164944	1,391191
1,163483	1,387703
